stamp,x,y,yaw,v,w
1786167427.1970508,0.3313550493261165,-0.006812004668008512,0.004148618015630328,0.08329084998793494,0.03546411329228429
1786167427.2167683,0.33308086655340385,-0.0067959720826383,0.004827703759546137,0.09455943847742135,0.034440841731647985
1786167427.2366788,0.33311427278999056,-0.006795633921887425,0.005697449331299622,0.0018126167662090437,0.043682596670952145
1786167427.2566245,0.33311427278999056,-0.006795633921887425,0.006993538366229348,0.0,0.06498113059793341
1786167427.2771027,0.33311427278999056,-0.006795633921887425,0.008411497112442353,0.0,0.0692421883420602
1786167427.2966871,0.33311427278999056,-0.006795633921887425,0.009392038527356652,0.0,0.05006742849348968
1786167427.3168554,0.33311427278999056,-0.006795633921887425,0.010251421625699477,0.0,0.04261057744126781
1786167427.336976,0.33311427278999056,-0.006795633921887425,0.0112159418018363,0.0,0.04793689962142629
1786167427.3568192,0.33311427278999056,-0.006795633921887425,0.012653336024281593,0.0,0.07243798165015528
1786167427.3772278,0.3333135667490479,-0.006791910395700882,0.013719427243820099,0.010550469807291674,0.05223727414106526
1786167427.3969932,0.3342431327698615,-0.006773817387393532,0.014102166275915193,0.050812527366734264,0.019364114897983016
1786167427.4171762,0.33557108731932533,-0.006747374283745538,0.014559019803140522,0.07108758831486471,0.022635464085044046
1786167427.4367678,0.3371315729872991,-0.006714864359340374,0.015817514996460173,0.08605855592721134,0.06423656703931238
1786167427.4570057,0.33903727893437446,-0.006672030358926788,0.01761456354569353,0.10174284541571679,0.08879609724145462
1786167427.4769857,0.34112239429987284,-0.00662096529487839,0.01955979739974899,0.11276225945620105,0.09735927704589685
1786167427.4972138,0.34350007941529836,-0.006556314454991251,0.022629234083208716,0.12701295959829406,0.15174086912511203
1786167427.5169408,0.3462841694275497,-0.006470379626969855,0.026381020181300733,0.15251283409407845,0.19018541519164248
1786167427.5371466,0.3493070878218947,-0.006362763457631419,0.0314083925153043,0.16169169555408666,0.24880916459191899
1786167427.5567286,0.3525852874733026,-0.006228292128534679,0.03642800824934912,0.18096064678434945,0.25633782221235185
1786167427.5768611,0.356759985503968,-0.006031303389797869,0.04283587972074401,0.22419584252229569,0.31828427730226
1786167427.5975356,0.36128616180812917,-0.005784207899198136,0.05014399108225363,0.23677285583071112,0.3534848724675683
1786167427.617016,0.36632707446304424,-0.0054684172170515535,0.057738740309966834,0.2799721044388525,0.38986484713420416
1786167427.6366365,0.3716858610587901,-0.005087257579044271,0.06582811733708605,0.29564484033141736,0.4122938054093152
1786167427.6567578,0.3780152148870361,-0.004579290016458385,0.07459895769456029,0.3406979116760502,0.4358975151930282
1786167427.676882,0.38478220172542593,-0.003969639636639739,0.08397308005884667,0.36446438879693716,0.46581348619209134
1786167427.6969697,0.39185655401092795,-0.0032605120435548122,0.09328872778884341,0.3820283055212476,0.46374841000446554
1786167427.716662,0.3992504644405061,-0.002443044364928176,0.10294726371529293,0.40768848475104064,0.49047564465707255
